timestamp_ms,temperature_c,humidity_percent,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps
399151,2.50,20.60,-0.04,-0.02,1.07,-0.09,1.42,1.53
400151,2.50,20.60,-0.03,-0.03,1.06,-0.09,1.30,1.37
401151,2.50,20.60,-0.03,-0.03,1.07,-0.02,1.39,1.57
402151,2.50,20.60,-0.03,-0.02,1.07,0.00,1.34,1.54
403151,2.50,20.60,-0.04,-0.02,1.07,-0.12,1.59,1.48
404151,2.50,20.60,-0.04,-0.00,1.06,0.05,1.39,1.48
405151,2.50,20.60,-0.03,-0.03,1.06,0.02,1.51,1.62
406151,2.50,20.60,-0.03,-0.02,1.07,-0.11,1.44,1.54
407151,2.50,20.60,-0.05,-0.03,1.06,0.08,1.59,1.60
408151,2.50,20.70,-0.03,-0.03,1.07,-0.06,1.34,1.45
409151,2.50,20.70,-0.01,-0.01,1.04,0.12,1.07,1.44
410151,2.50,20.70,-0.04,-0.02,1.07,-0.03,1.36,1.62
411151,2.50,20.70,-0.04,-0.02,1.08,0.00,1.13,1.56
412151,2.50,20.70,-0.04,-0.02,1.07,-0.09,1.39,1.60
413151,2.50,20.70,-0.04,-0.02,1.07,-0.15,1.30,1.50
414151,2.50,20.80,-0.04,-0.03,1.07,-0.08,1.30,1.53
415151,2.50,20.80,-0.04,-0.02,1.07,-0.06,1.54,1.77
416151,2.50,20.80,-0.03,-0.02,1.08,0.12,1.33,1.51
417151,2.50,20.80,-0.03,-0.02,1.07,-0.11,1.53,1.45
418151,2.50,20.90,0.09,0.14,0.78,26.29,-68.00,125.48
419151,2.50,20.90,0.31,0.40,0.85,10.06,74.84,-31.57
420151,2.50,20.80,0.23,0.04,1.03,4.31,16.90,-5.85
421151,2.50,20.80,0.10,0.21,1.03,7.59,-24.38,-36.20
422151,2.50,20.90,0.09,0.23,1.00,-4.24,-10.79,0.02
423151,2.50,20.90,0.18,0.22,1.04,10.93,-8.93,-4.47
424151,2.50,20.90,0.18,0.20,1.04,4.37,7.77,9.86
425151,2.50,20.90,0.09,0.27,0.98,-30.87,4.78,6.18
426151,2.50,20.90,0.25,0.21,0.93,18.75,-25.05,-1.89
427151,2.50,20.90,0.15,0.25,1.12,-57.31,58.35,17.25
428151,2.50,20.80,0.19,0.23,1.02,-1.13,6.73,2.09
429151,2.50,20.80,0.21,0.23,1.03,-2.14,3.97,1.42
430151,2.50,20.80,0.22,0.24,1.01,-0.41,2.03,3.27
431151,2.50,20.80,0.22,0.25,1.02,-2.58,6.46,3.22
432151,2.50,20.80,0.17,0.28,0.99,0.26,1.82,5.08
433151,2.50,20.80,0.15,0.26,1.03,-1.42,9.89,-1.65
434151,2.50,20.70,0.18,0.28,1.01,-3.22,5.63,2.06
435151,2.50,20.70,0.16,0.28,1.01,-1.37,3.44,1.44
436151,2.50,20.80,0.16,0.28,1.02,0.67,0.87,2.00
437151,2.50,20.80,0.16,0.28,1.01,4.46,-3.33,0.31
438151,2.50,20.70,0.17,0.29,1.01,-1.08,2.99,1.88
439151,2.50,20.70,0.17,0.29,1.02,0.78,-0.85,1.13
440151,2.50,20.60,0.18,0.28,1.01,0.49,-0.41,2.70
441151,2.50,20.60,0.17,0.28,1.01,1.71,-1.89,-0.17
442151,2.50,20.70,0.18,0.29,1.01,1.39,0.03,2.43
443151,2.50,20.70,0.18,0.28,1.01,-0.56,-0.43,3.11
444151,2.50,20.70,0.17,0.28,1.01,0.47,2.05,0.78
445151,2.50,20.70,0.31,0.44,1.07,-13.34,-18.76,-26.52
446151,2.50,20.60,-0.06,-0.11,0.99,-1.68,0.15,14.24
447151,2.50,20.60,-0.04,-0.03,1.07,-0.06,1.28,1.59
448151,2.50,20.70,-0.04,-0.03,1.07,0.06,1.39,1.63
449151,2.50,20.70,-0.04,-0.03,1.06,-0.03,1.42,1.56
450151,2.50,20.70,-0.04,-0.03,1.07,0.02,1.16,1.54
451151,2.50,20.70,-0.03,-0.03,1.07,0.03,1.36,1.66
452151,2.50,20.70,-0.04,-0.03,1.07,0.00,1.27,1.56
453151,2.50,20.70,-0.04,-0.03,1.07,-0.15,1.40,1.53
454151,2.50,20.60,-0.05,-0.02,1.07,-0.03,1.33,1.40
455151,2.50,20.60,-0.04,-0.03,1.07,-0.12,1.33,1.51
456151,2.50,20.60,-0.04,-0.03,1.07,-0.05,1.22,1.54
457151,2.50,20.60,-0.04,-0.03,1.06,-0.05,1.37,1.51
458151,2.50,20.70,-0.04,-0.03,1.07,-0.03,1.47,1.65
459151,2.50,20.70,-0.03,-0.03,1.07,0.03,1.18,1.59
460151,2.50,20.60,-0.04,-0.04,1.06,-0.12,1.45,1.54
461151,2.50,20.60,-0.04,-0.03,1.07,-0.03,1.39,1.60
462151,2.50,20.60,-0.03,-0.03,1.07,-0.08,1.25,1.65
463151,2.50,20.60,-0.03,-0.03,1.07,-0.06,1.39,1.47
464151,2.50,20.60,-0.04,-0.03,1.07,0.08,1.30,1.45
465151,2.50,20.60,-0.04,-0.03,1.07,-0.02,1.42,1.47
466151,2.50,20.60,-0.04,-0.03,1.06,0.06,1.37,1.60
467151,2.50,20.60,-0.04,-0.03,1.07,0.03,1.34,1.56
468151,2.50,20.60,-0.04,-0.03,1.07,-0.05,1.27,1.51
469151,2.50,20.60,-0.04,-0.02,1.07,-0.05,1.40,1.56
470151,2.50,20.60,-0.03,-0.03,1.07,-0.03,1.42,1.59
471151,2.50,20.60,-0.04,-0.03,1.07,0.05,1.30,1.53
472151,2.50,20.60,-0.04,-0.03,1.06,-0.08,1.48,1.65
473151,2.50,20.60,-0.04,-0.03,1.06,0.05,1.30,1.51
474151,2.50,20.60,-0.04,-0.03,1.06,-0.03,1.37,1.66
475151,2.50,20.60,-0.03,-0.03,1.07,0.00,1.37,1.66
476151,2.50,20.50,-0.02,-0.04,1.08,0.02,1.13,1.56
477151,2.50,20.50,-0.04,-0.02,1.06,0.06,1.33,1.59
478151,2.50,20.60,-0.04,-0.03,1.07,0.06,1.34,1.54
479151,2.50,20.60,-0.04,-0.03,1.07,-0.05,1.42,1.69
480151,2.50,20.50,-0.04,-0.03,1.06,-0.03,1.28,1.39
481151,2.50,20.50,-0.04,-0.03,1.07,-0.03,1.42,1.57
482151,2.50,20.60,-0.04,-0.03,1.07,-0.12,1.45,1.56
483151,2.50,20.60,-0.04,-0.03,1.07,-0.03,1.36,1.60
484151,2.50,20.50,-0.04,-0.03,1.06,-0.02,1.47,1.53
485151,2.50,20.50,-0.04,-0.02,1.07,-0.14,1.40,1.59
486151,2.50,20.50,-0.04,-0.03,1.07,-0.11,1.13,1.57
487151,2.50,20.50,-0.04,-0.03,1.06,-0.03,1.37,1.62
488151,2.50,20.50,-0.04,-0.03,1.08,-0.02,1.37,1.54
489151,2.50,20.50,-0.04,-0.03,1.07,0.00,1.33,1.63
490151,2.50,20.50,-0.03,-0.03,1.07,-0.03,1.45,1.56
491151,2.50,20.50,-0.04,-0.03,1.07,0.00,1.33,1.59
492151,2.50,20.50,-0.04,-0.03,1.06,0.02,1.31,1.53
493151,2.50,20.50,-0.04,-0.03,1.07,0.02,1.27,1.59
494151,2.50,20.50,-0.03,-0.03,1.07,0.00,1.36,1.47
495151,2.50,20.50,-0.04,-0.03,1.07,-0.03,1.36,1.59
496151,2.50,20.50,-0.03,-0.03,1.07,0.11,1.34,1.65
497151,2.50,20.50,-0.04,-0.03,1.06,-0.06,1.65,1.57
498151,2.50,20.50,-0.03,-0.03,1.07,-0.08,1.28,1.62
499151,2.50,20.50,-0.04,-0.04,1.06,0.02,1.31,1.60
500151,2.50,20.50,-0.04,-0.03,1.07,-0.02,1.40,1.60
501151,2.50,20.50,-0.04,-0.03,1.07,0.00,1.40,1.57
502151,2.50,20.50,-0.04,-0.03,1.06,-0.03,1.30,1.45
503151,2.50,20.50,-0.04,-0.03,1.06,-0.05,1.39,1.51
504151,2.50,20.40,-0.03,-0.03,1.07,-0.02,1.50,1.57
505151,2.50,20.40,-0.04,-0.03,1.07,-0.14,1.37,1.54
506151,2.50,20.40,-0.04,-0.03,1.06,0.05,1.31,1.54
507151,2.50,20.40,-0.03,-0.03,1.07,-0.03,1.27,1.60
508151,2.50,20.40,-0.04,-0.03,1.07,0.06,1.39,1.59
509151,2.50,20.40,-0.04,-0.03,1.08,0.02,1.33,1.50
510151,2.50,20.40,-0.04,-0.03,1.07,0.05,1.39,1.57
511151,2.50,20.40,-0.03,-0.03,1.07,0.00,1.07,1.42
512151,2.50,20.40,-0.03,-0.03,1.07,0.03,1.39,1.65
513151,2.50,20.40,-0.04,-0.03,1.07,0.00,1.37,1.53
514151,2.50,20.40,-0.04,-0.03,1.07,0.06,1.30,1.50
515151,2.50,20.40,-0.04,-0.03,1.07,-0.05,1.27,1.56
516151,2.50,20.30,-0.04,-0.03,1.07,-0.02,1.39,1.68
517151,2.50,20.30,-0.04,-0.03,1.06,0.03,1.42,1.51
518151,2.50,20.40,-0.04,-0.03,1.06,0.05,1.33,1.59
519151,2.50,20.40,-0.03,-0.03,1.07,0.00,1.44,1.56
520151,2.50,20.40,-0.04,-0.03,1.07,0.03,1.24,1.57
521151,2.50,20.40,-0.04,-0.03,1.06,0.00,1.59,1.62
522151,2.50,20.40,-0.04,-0.03,1.06,-0.06,1.37,1.54
523151,2.50,20.40,-0.04,-0.03,1.07,-0.08,1.42,1.47
524151,2.50,20.40,-0.04,-0.03,1.07,0.00,1.36,1.62
525151,2.50,20.40,-0.04,-0.03,1.07,0.00,1.42,1.59
526151,2.50,20.30,-0.04,-0.03,1.07,-0.03,1.28,1.50
527151,2.50,20.30,-0.04,-0.03,1.07,0.00,1.39,1.50
528151,2.50,20.40,-0.04,-0.03,1.08,-0.06,1.31,1.50
529151,2.50,20.40,-0.04,-0.03,1.07,-0.06,1.42,1.51
530151,2.50,20.40,-0.04,-0.03,1.07,-0.08,1.37,1.63
531151,2.50,20.40,-0.04,-0.03,1.07,0.02,1.30,1.53
532151,2.50,20.40,-0.04,-0.03,1.06,-0.03,1.33,1.56
533151,2.50,20.40,-0.03,-0.03,1.06,0.06,1.37,1.51
534151,2.50,20.40,-0.04,-0.03,1.07,0.03,1.31,1.62
535151,2.50,20.40,-0.04,-0.03,1.06,-0.03,1.39,1.47
536151,2.50,20.30,-0.04,-0.03,1.07,0.03,1.37,1.62
537151,2.50,20.30,-0.04,-0.03,1.06,-0.11,1.42,1.57
538151,2.50,20.40,-0.03,-0.03,1.07,-0.03,1.42,1.57
539151,2.50,20.40,-0.03,-0.03,1.07,-0.08,1.37,1.57
540151,2.50,20.40,-0.04,-0.03,1.06,0.03,1.33,1.57
541151,2.50,20.40,-0.04,-0.03,1.07,-0.09,1.48,1.50
542151,2.50,20.40,-0.04,-0.03,1.07,-0.03,1.39,1.54
543151,2.50,20.40,-0.03,-0.03,1.07,-0.03,1.33,1.65
544151,2.50,20.40,-0.04,-0.02,1.07,0.05,1.40,1.59
545151,2.50,20.40,-0.03,-0.03,1.07,0.02,1.33,1.60
546151,2.50,20.40,-0.03,-0.03,1.07,-0.03,1.31,1.62
547151,2.50,20.40,-0.04,-0.04,1.07,0.00,1.54,1.65
548151,2.50,20.40,-0.03,-0.03,1.07,-0.12,1.28,1.47
549151,2.50,20.40,-0.04,-0.03,1.06,0.02,1.37,1.60
550151,2.50,20.40,-0.04,-0.03,1.06,-0.06,1.42,1.60
551151,2.50,20.40,-0.04,-0.03,1.06,-0.06,1.37,1.56
