timestamp_ms,temperature_c,humidity_percent,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,accel_mag_g,gyro_mag_dps,accel_mag_mean,accel_mag_std,accel_mag_rms,accel_mag_max,accel_mag_min,gyro_mag_mean,gyro_mag_std,gyro_mag_rms,gyro_mag_max,gyro_mag_min,accel_z_std,gyro_z_std,temp_change_rate,humidity_change_rate
388151,2.5,20.7,-0.04,-0.02,1.07,-0.06,1.33,1.48,1.0709341716464182,1.9907033932758542,1.0690012788752017,0.004509124524684306,1.0690088867731642,1.071354283138869,1.0609429767899876,2.0834718658440585,0.12085623813169949,2.086274190992162,2.2740712389896673,1.9681717404738845,0.0044721359549996335,0.04242640687119285,0.0,-0.10000000000000142
389151,2.5,20.7,-0.04,-0.02,1.07,-0.06,1.27,1.63,1.0709341716464182,2.067220355936928,1.0689172565767115,0.004457941301301678,1.0689246933250258,1.0709341716464182,1.0609429767899876,2.042101689233511,0.05874405107797576,2.0427775209258594,2.096902477465273,1.9681717404738845,0.0044721359549996335,0.057445626465380026,0.0,0.0
390151,2.5,20.7,-0.03,-0.02,1.07,-0.05,1.31,1.54,1.07060730429042,2.0224242878288425,1.0688705592039325,0.00443391292662747,1.0688779163215976,1.0709341716464182,1.0609429767899876,2.052952198704502,0.04510085689803014,2.053348484792584,2.096902477465273,1.9907033932758542,0.0044721359549996335,0.05522680508593614,0.0,0.0
391151,2.5,20.7,-0.04,-0.03,1.07,-0.05,1.34,1.57,1.071167587261676,2.0647033685253677,1.068917242326984,0.004462210225298844,1.0689246933250256,1.071167587261676,1.0609429767899876,2.0483907766064533,0.041761619844244986,2.048731314740906,2.096902477465273,1.9907033932758542,0.0044721359549996335,0.0544977063737546,0.0,0.0
392151,2.5,20.6,-0.04,-0.03,1.06,0.02,1.3,1.62,1.0611785900591852,2.07720966683674,1.0689643649808236,0.004356948637633384,1.068971468281544,1.071167587261676,1.0611785900591852,2.0444522144807467,0.03665962876196505,2.044715139084171,2.07720966683674,1.9907033932758542,0.0044721359549996335,0.0614003257320347,0.0,-0.09999999999999787
393151,2.5,20.6,-0.04,-0.02,1.07,0.0,1.27,1.53,1.0709341716464182,1.9884164553734713,1.0689643649808236,0.004356948637633384,1.068971468281544,1.071167587261676,1.0611785900591852,2.0439948269002697,0.037502460001577254,2.0442700408703347,2.07720966683674,1.9884164553734713,0.0044721359549996335,0.04549725266430873,0.0,0.0
394151,2.5,20.7,-0.04,-0.03,1.08,-0.03,1.22,1.5,1.0811567878897121,1.933726971420733,1.0710088882294824,0.007067649312921086,1.0710275439968853,1.0811567878897121,1.0611785900591852,2.0172961499970308,0.058483365232742265,2.0179742317482647,2.07720966683674,1.933726971420733,0.007071067811865506,0.04549725266430912,0.0,0.09999999999999787
395151,2.5,20.7,-0.04,-0.02,1.07,0.0,1.33,1.68,1.0709341716464182,2.142731901101955,1.0710742617006819,0.007064517175570529,1.0710928997990792,1.0811567878897121,1.0611785900591852,2.041357672651654,0.0813852897198337,2.0426551348673616,2.142731901101955,1.933726971420733,0.007071067811865506,0.07176350047203624,0.0,0.0
396151,2.5,20.7,-0.04,-0.02,1.07,0.03,1.34,1.56,1.0709341716464182,2.0567206908085502,1.0710275785776304,0.007064517511635237,1.0710462174901698,1.0811567878897121,1.0611785900591852,2.0397611371082904,0.08088961261107658,2.041043850582344,2.142731901101955,1.933726971420733,0.007071067811865506,0.07224956747275342,0.0,0.0
397151,2.5,20.7,-0.03,-0.02,1.07,-0.08,1.4,1.51,1.07060730429042,2.0607037632808844,1.0729133214238773,0.004610410933907267,1.0729212459449202,1.0811567878897121,1.07060730429042,2.036459956397119,0.07930042552726872,2.037694775966214,2.142731901101955,1.933726971420733,0.0044721359549996335,0.07300684899377573,0.0,0.0
398151,2.5,20.6,-0.03,-0.02,1.07,-0.09,1.62,1.51,1.07060730429042,2.2164385847570878,1.0728479479526778,0.004647657169006375,1.0728560015211734,1.0811567878897121,1.07060730429042,2.0820643822738423,0.10587674477100957,2.0842168793098286,2.2164385847570878,1.933726971420733,0.0044721359549996335,0.07529940238806665,0.0,-0.09999999999999787
399151,2.5,20.6,-0.04,-0.02,1.07,-0.09,1.42,1.53,1.0709341716464182,2.0893539671391252,1.070803424704019,0.00017903262417932062,1.070803436677339,1.0709341716464182,1.07060730429042,2.1131897814175207,0.06716535297841307,2.1140435189465707,2.2164385847570878,2.0567206908085502,0.0,0.07120393247567137,0.0,0.0
400151,2.5,20.6,-0.03,-0.03,1.06,-0.09,1.3,1.37,1.0608487168300673,1.8907670401189038,1.0687863337407488,0.004440271530107268,1.0687937125563567,1.0709341716464182,1.0608487168300673,2.0627968092209104,0.11613205774048782,2.065410370846433,2.2164385847570878,1.8907670401189038,0.0044721359549996335,0.07334848328356938,0.0,0.0
401151,2.5,20.6,-0.03,-0.03,1.07,-0.02,1.39,1.57,1.0708407911543154,2.096997854076155,1.0687676576423282,0.004429161564455288,1.0687749997076093,1.0709341716464182,1.0608487168300673,2.070852241874431,0.11699889061248861,2.073494634668728,2.2164385847570878,1.8907670401189038,0.0044721359549996335,0.07563068160475651,0.0,0.0
402151,2.5,20.6,-0.03,-0.02,1.07,0.0,1.34,1.54,1.07060730429042,2.0413720875920687,1.0687676576423282,0.004429161564455288,1.0687749997076093,1.0709341716464182,1.0608487168300673,2.066985906736668,0.11773519732855278,2.0696666398239114,2.2164385847570878,1.8907670401189038,0.0044721359549996335,0.077974354758472,0.0,0.0
403151,2.5,20.6,-0.04,-0.02,1.07,-0.12,1.59,1.48,1.0709341716464182,2.175522925643396,1.068833031113528,0.004465366819831029,1.0688404932448994,1.0709341716464182,1.0608487168300673,2.0588027749139295,0.10554107024461588,2.06096579302035,2.175522925643396,1.8907670401189038,0.0044721359549996335,0.07854934754662228,0.0,0.0
404151,2.5,20.6,-0.04,-0.0,1.06,0.05,1.39,1.48,1.0607544484940896,2.03100960115899,1.0667970864830623,0.005474517244723902,1.0668083239270305,1.0709341716464182,1.0607544484940896,2.0471339017179027,0.10453939710245908,2.0492681620520043,2.175522925643396,1.8907670401189038,0.005477225575051718,0.07661592523751229,0.0,0.0
405151,2.5,20.6,-0.03,-0.03,1.06,0.02,1.51,1.62,1.0608487168300673,2.2147008827378927,1.0667970864830623,0.005474517244723902,1.0668083239270305,1.0709341716464182,1.0607544484940896,2.1119206702417004,0.0811717515968985,2.113168237505003,2.2147008827378927,2.03100960115899,0.005477225575051718,0.060166435825965335,0.0,0.0
406151,2.5,20.6,-0.03,-0.02,1.07,-0.11,1.44,1.54,1.07060730429042,2.1112318678913504,1.066750389110283,0.005432234008655811,1.0667614541217734,1.0709341716464182,1.0607544484940896,2.11476747300474,0.0807661370961607,2.1160009451793735,2.2147008827378927,2.03100960115899,0.005477225575051718,0.05761944116355186,0.0,0.0
407151,2.5,20.6,-0.05,-0.03,1.06,0.08,1.59,1.6,1.0616025621672172,2.257099909175489,1.0649494406856426,0.00532550271540388,1.0649600931490346,1.0709341716464182,1.0607544484940896,2.157913037321424,0.08896153212364219,2.159379540516211,2.257099909175489,2.03100960115899,0.005477225575051697,0.06542170893518447,0.0,0.0
408151,2.5,20.7,-0.03,-0.03,1.07,-0.06,1.34,1.45,1.0708407911543154,1.9752721331502656,1.064930764587222,0.00529936737676538,1.0649413129370089,1.0708407911543154,1.0607544484940896,2.1178628788227973,0.11904214854628586,2.1205376676682737,2.257099909175489,1.9752721331502656,0.005477225575051697,0.0736206492772239,0.0,0.09999999999999787
